Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
5975,8241.342,9,43.487,116.156
5976,8241.733,12,348.478,111.878
5977,8244.314,8,187.419,137.471
5978,8246.692,4,240.525,125.384
5979,8247.171,18,150.818,116.428
5980,8248.639,7,22.177,130.029
5981,8249.144,9,45.039,120.220
5982,8249.207,2,15.031,115.146
5983,8252.272,3,28.595,114.548
5984,8252.464,10,92.506,141.107
5985,8254.434,13,275.471,113.439
5986,8256.661,3,46.227,124.843
5987,8259.972,6,120.967,116.978
5988,8260.194,4,62.251,114.564
5989,8260.827,4,97.187,121.543
5990,8261.203,20,20.166,122.187
5991,8262.419,9,84.497,122.411
5992,8266.876,8,30.933,136.506
5993,8269.533,19,80.937,114.330
5994,8269.625,1,30.351,122.691
5995,8270.469,19,26.745,128.560
5996,8271.226,15,85.758,121.992
5997,8271.578,17,41.436,107.701
5998,8273.964,8,38.824,110.833
5999,8273.995,4,32.847,119.550
6000,8275.722,6,15.067,117.187
6001,8276.793,19,60.479,131.557
6002,8282.224,9,157.698,125.789
6003,8282.328,13,142.806,103.533
6004,8282.857,12,43.069,98.963
6005,8283.242,18,117.937,98.675
6006,8283.673,6,19.331,114.544
6007,8284.849,8,123.475,129.586
6008,8285.419,6,28.729,135.897
6009,8286.244,12,227.738,115.379
6010,8288.453,7,13.729,116.233
6011,8288.595,13,197.548,103.062
6012,8290.027,20,14.478,120.055
6013,8291.202,13,231.785,127.655
6014,8291.783,4,11.351,110.940
6015,8300.589,19,30.525,106.694
6016,8303.553,11,130.594,113.673
6017,8304.888,18,93.056,112.511
6018,8306.506,15,165.108,127.725
6019,8307.731,4,108.195,119.523
6020,8308.003,8,110.374,116.829
6021,8310.097,11,99.698,121.323
6022,8312.839,15,34.591,134.409
6023,8316.837,10,68.881,126.091
6024,8317.338,1,28.355,111.849
6025,8320.508,3,68.738,125.688
6026,8322.392,2,443.038,119.617
6027,8322.548,9,303.635,115.330
6028,8322.677,14,57.422,123.534
6029,8324.143,9,163.962,119.237
6030,8324.371,1,71.852,126.853
6031,8324.507,10,30.057,111.464
6032,8324.700,19,24.207,126.817
6033,8326.066,5,25.464,117.562
6034,8326.716,2,79.945,109.459
6035,8329.418,1,96.525,125.291
6036,8329.502,9,78.974,123.419
6037,8329.598,20,16.320,117.582
6038,8330.056,5,77.126,126.628
6039,8331.115,20,136.490,128.117
6040,8332.647,5,46.573,118.348
6041,8334.271,3,105.970,114.029
6042,8335.008,9,255.818,120.068
6043,8336.233,12,221.948,126.004
6044,8337.219,14,16.713,137.042
6045,8337.761,4,15.803,130.768
6046,8339.074,20,250.609,136.792
6047,8339.154,15,296.049,104.602
6048,8340.857,20,47.072,131.742
6049,8341.421,7,157.183,105.398
6050,8342.271,11,49.956,114.984
6051,8342.904,11,49.727,117.571
6052,8344.459,2,195.261,133.987
6053,8351.520,5,109.769,118.225
6054,8354.034,15,356.327,118.028
6055,8354.248,15,98.637,125.765
6056,8356.807,4,97.156,127.593
6057,8360.729,2,63.202,122.954
6058,8361.238,18,41.281,126.103
6059,8362.063,3,223.871,115.994
6060,8364.197,16,63.505,125.976
6061,8364.763,8,39.774,129.255
6062,8365.960,17,28.396,115.376
6063,8370.093,4,10.165,116.579
6064,8372.010,4,133.250,107.373
6065,8373.568,18,26.293,115.879
6066,8374.088,10,17.151,130.129
6067,8374.627,12,44.640,128.330
6068,8374.959,19,53.082,100.993
6069,8375.994,14,50.657,122.199
6070,8377.566,18,55.144,126.849
6071,8379.025,6,45.410,121.890
6072,8380.806,9,342.012,122.440
6073,8382.542,9,39.816,128.290
6074,8382.547,3,78.392,132.027
6075,8383.343,10,193.402,115.236
6076,8384.135,17,306.866,125.208
6077,8384.876,15,22.436,127.568
6078,8386.876,20,45.792,112.123
6079,8387.883,19,131.777,125.557
6080,8388.353,18,148.207,127.164
6081,8391.547,13,13.552,111.252
6082,8392.062,19,212.970,115.657
6083,8394.844,5,193.071,120.023
6084,8396.397,10,172.581,132.682
6085,8396.612,20,249.223,132.194
6086,8403.196,1,126.559,127.272
6087,8404.862,18,113.093,134.136
6088,8405.330,7,150.834,112.716
6089,8407.142,3,112.550,127.571
6090,8410.341,18,103.996,117.937
6091,8410.680,8,289.237,124.051
6092,8411.922,17,72.760,104.928
6093,8413.828,13,176.874,131.407
6094,8414.446,4,17.527,130.397
6095,8415.764,8,79.865,111.450
6096,8421.348,12,93.463,136.456
6097,8423.295,5,70.902,130.989
6098,8423.384,16,14.623,122.781
6099,8423.887,10,112.585,137.318
6100,8425.646,15,69.440,116.381
6101,8425.898,17,26.147,114.538
6102,8426.354,5,196.170,127.353
6103,8429.155,18,376.599,119.005
6104,8429.474,14,58.609,109.398
6105,8431.957,17,163.790,118.189
6106,8432.564,20,122.209,108.559
6107,8433.345,8,10.073,118.163
6108,8433.566,14,47.173,114.533
6109,8433.973,6,82.445,116.062
6110,8435.715,9,14.377,120.685
6111,8436.655,19,192.284,120.224
6112,8436.935,1,129.445,112.114
6113,8437.533,18,82.437,123.338
6114,8440.377,7,24.046,108.141
6115,8441.541,4,53.323,125.317
6116,8442.779,12,132.356,117.662
6117,8446.973,2,14.851,106.732
6118,8447.623,1,94.487,122.385
6119,8451.322,15,100.669,127.796
6120,8451.480,5,82.547,132.209
6121,8451.984,5,14.613,117.736
6122,8455.636,3,97.599,109.658
6123,8456.404,10,40.403,119.574
6124,8456.627,20,18.948,129.188
6125,8456.645,7,57.763,114.118
6126,8458.726,14,80.563,140.672
6127,8458.893,5,164.516,107.301
6128,8459.334,13,28.760,115.316
6129,8459.935,20,50.563,127.211
6130,8460.855,10,122.765,126.998
6131,8462.396,12,146.794,120.113
6132,8463.941,8,83.693,119.664
6133,8464.532,14,214.315,121.990
6134,8464.575,16,129.259,117.928
6135,8465.033,17,181.625,122.817
6136,8465.690,15,12.234,95.843
6137,8467.184,12,26.903,130.416
6138,8467.342,1,163.532,138.652
6139,8470.626,3,75.292,119.973
6140,8473.333,16,86.638,122.709
6141,8474.431,16,18.966,114.942
6142,8475.694,3,14.056,128.537
6143,8477.995,17,13.307,120.869
6144,8479.265,10,128.640,128.807
6145,8481.445,13,50.246,128.462
6146,8482.948,13,257.752,115.866
6147,8485.906,10,65.099,115.129
6148,8488.323,7,27.598,128.471
6149,8490.058,12,104.078,134.412
6150,8490.760,20,140.551,141.905
6151,8491.492,6,61.457,131.701
6152,8494.017,14,37.616,118.623
6153,8496.963,20,14.853,127.971
6154,8498.640,12,100.383,106.620
6155,8499.806,1,96.347,133.376
6156,8500.397,6,34.099,108.553
6157,8500.997,8,39.959,115.914
6158,8501.516,6,41.291,130.296
6159,8502.037,16,132.503,112.049
6160,8504.382,18,21.502,120.696
6161,8504.473,8,339.842,121.670
6162,8507.017,16,125.198,136.006
6163,8507.483,17,116.290,111.776
6164,8507.621,12,74.273,118.080
6165,8508.028,15,119.604,127.867
6166,8510.697,14,85.502,124.208
6167,8512.558,3,20.812,109.584
6168,8512.740,11,18.954,109.869
6169,8514.681,5,161.664,125.576
6170,8514.934,6,45.196,117.697
6171,8517.298,12,30.947,144.232
6172,8517.620,3,23.799,139.666
6173,8519.289,7,42.927,111.860
6174,8521.421,19,15.704,115.850
6175,8522.425,8,86.652,115.101
6176,8524.115,15,75.763,124.169
6177,8524.437,13,359.518,123.823
6178,8524.533,6,41.406,125.295
6179,8528.746,6,202.737,125.867
6180,8530.210,5,253.845,108.512
6181,8531.116,7,31.576,133.130
6182,8532.431,6,142.412,118.447
6183,8534.256,4,103.482,126.643
6184,8535.988,20,161.596,104.852
6185,8537.683,17,112.962,113.978
6186,8538.854,13,93.269,124.968
6187,8540.075,13,26.009,117.395
6188,8540.443,18,131.942,112.540
6189,8541.760,13,77.077,120.299
6190,8545.703,13,98.916,122.789
6191,8546.833,12,155.157,99.011
6192,8547.085,11,51.321,116.746
6193,8547.345,11,99.608,132.839
6194,8549.669,7,111.690,125.661
6195,8550.025,9,16.231,120.880
6196,8552.494,11,457.978,106.800
6197,8553.459,10,30.715,113.373
6198,8556.146,16,80.369,122.328
6199,8557.183,11,63.588,108.378
6200,8560.509,9,71.467,116.386
6201,8562.544,7,179.911,111.925
6202,8562.901,4,14.052,125.318
6203,8563.668,14,25.716,126.218
6204,8566.371,14,10.196,138.076
6205,8569.479,4,23.913,121.424
6206,8571.687,14,192.706,124.283
6207,8573.092,5,92.082,126.430
6208,8575.763,10,156.741,125.150
6209,8578.976,1,124.851,123.250
6210,8579.618,11,315.861,100.396
6211,8580.220,18,54.920,132.245
6212,8580.937,10,173.474,107.449
6213,8580.983,13,52.640,113.867
6214,8583.026,14,147.293,132.419
6215,8584.845,3,207.120,122.512
6216,8585.149,19,27.687,117.649
6217,8589.113,16,130.030,120.409
6218,8589.489,8,18.706,120.554
6219,8590.029,20,57.574,123.953
6220,8591.038,20,28.519,109.900
6221,8591.352,19,330.559,131.553
6222,8596.470,8,117.435,115.764
6223,8596.526,5,46.541,117.064
6224,8598.927,16,106.692,120.283
6225,8600.089,19,74.764,122.421
6226,8600.169,15,85.784,125.909
6227,8602.724,12,70.531,111.313
6228,8603.405,10,22.745,112.811
6229,8604.572,9,145.386,99.206
6230,8605.447,17,104.661,118.031
6231,8606.874,14,158.001,118.622
6232,8607.998,10,55.143,108.292
6233,8608.871,12,12.797,124.564
6234,8609.598,5,42.358,123.246
6235,8609.753,17,53.008,114.220
6236,8614.575,15,333.370,102.541
6237,8614.811,5,10.949,126.150
6238,8615.149,2,31.005,130.555
6239,8616.097,5,21.470,115.278
6240,8616.919,7,52.263,119.821
6241,8618.409,16,166.105,129.393
6242,8618.675,10,297.885,120.877
6243,8619.687,5,135.567,126.006
6244,8621.499,19,57.626,118.108
6245,8621.797,10,75.828,113.911
6246,8622.202,17,177.061,114.356
6247,8624.733,5,50.567,126.148
6248,8628.464,6,18.220,127.389
6249,8629.338,11,375.476,107.885
6250,8631.832,13,34.595,131.951
6251,8633.377,6,149.339,117.539
6252,8634.787,7,136.133,117.479
6253,8635.864,12,31.522,122.900
6254,8637.376,19,139.668,115.011
6255,8637.555,15,43.517,105.200
6256,8638.141,10,381.683,118.667
6257,8638.924,13,33.701,118.487
6258,8639.346,20,35.006,110.688
6259,8639.983,20,27.443,125.122
6260,8641.842,20,155.243,124.990
6261,8646.928,18,299.840,117.888
6262,8647.520,11,88.121,122.196
6263,8649.210,7,231.442,133.087
6264,8649.532,8,24.662,102.785
6265,8650.940,15,321.389,119.564
6266,8651.788,13,54.867,124.313
6267,8652.209,13,40.175,117.929
6268,8652.876,19,68.309,119.473
6269,8654.666,6,37.582,103.781
6270,8656.627,10,18.936,129.071
6271,8656.858,17,133.090,121.981
6272,8657.855,4,175.805,112.804
6273,8661.922,19,40.490,128.125
6274,8663.431,17,21.796,120.138
6275,8664.451,1,242.864,115.710
6276,8666.694,20,11.821,132.253
6277,8669.024,1,305.293,102.723
6278,8670.697,10,63.160,121.807
6279,8671.013,1,90.553,114.366
6280,8673.680,11,259.057,133.517
6281,8678.753,12,215.587,116.750
6282,8679.761,9,36.174,125.365
6283,8679.989,16,98.385,124.729
6284,8681.323,10,11.637,122.284
6285,8683.079,8,49.767,121.645
6286,8683.443,1,25.126,119.998
6287,8684.256,9,53.025,119.139
6288,8688.059,2,14.032,118.937
6289,8688.759,2,36.867,127.272
6290,8689.112,16,10.715,132.285
6291,8689.773,11,37.658,120.918
6292,8690.257,18,288.486,116.775
6293,8692.328,1,114.792,135.835
6294,8693.496,20,162.451,114.939
6295,8694.562,1,82.139,112.629
6296,8698.110,2,367.351,114.283
6297,8699.372,20,147.781,119.230
6298,8702.443,3,84.828,113.083
6299,8703.792,10,26.973,122.298
6300,8707.012,3,65.204,120.402
6301,8712.133,6,234.330,111.832
6302,8712.490,19,134.253,118.909
6303,8712.746,1,19.210,120.345
6304,8713.372,12,38.423,132.364
6305,8713.493,16,75.117,126.227
6306,8714.263,16,12.814,112.591
6307,8717.732,18,122.502,124.979
6308,8721.378,6,21.895,122.528
6309,8726.354,8,14.916,105.607
6310,8728.063,11,347.512,122.180
6311,8728.366,20,187.475,118.591
6312,8728.786,11,61.093,117.734
6313,8730.119,10,95.440,120.128
6314,8730.323,6,144.928,114.661
6315,8730.775,14,330.630,112.026
6316,8733.909,18,98.639,123.009
6317,8734.176,15,178.429,118.597
6318,8734.243,4,155.794,122.284
6319,8735.964,20,97.504,109.577
6320,8736.556,10,89.069,125.753
6321,8737.292,10,123.031,119.339
6322,8741.835,10,43.830,113.463
6323,8741.881,14,157.337,107.146
6324,8743.095,3,96.353,116.111
6325,8744.677,5,16.884,119.288
6326,8746.501,5,43.499,122.259
6327,8746.755,18,201.436,124.384
6328,8751.201,9,114.755,117.887
6329,8753.598,19,40.178,111.461
6330,8756.528,4,110.096,108.002
6331,8757.143,7,93.310,116.074
6332,8757.536,12,32.773,117.725
6333,8761.139,12,28.888,106.835
6334,8761.815,16,158.393,116.094
6335,8762.579,9,107.931,117.474
6336,8764.076,19,63.550,104.412
6337,8764.109,15,51.198,135.181
6338,8765.204,4,15.945,122.833
6339,8765.302,18,113.725,114.700
6340,8766.094,1,27.361,122.626
6341,8767.737,17,145.691,117.989
6342,8769.384,9,98.226,118.560
6343,8769.945,18,315.210,117.571
6344,8772.995,18,115.124,123.819
6345,8774.397,9,13.462,116.510
6346,8775.180,2,18.381,136.743
6347,8775.187,13,53.487,117.109
6348,8776.012,8,103.076,111.544
6349,8776.955,5,102.010,138.125
6350,8778.048,6,147.414,117.551
6351,8779.130,12,12.506,112.558
6352,8780.314,14,26.926,117.715
6353,8783.469,8,11.286,125.867
6354,8783.590,13,157.250,99.014
6355,8783.688,10,11.220,125.887
6356,8783.778,1,51.059,124.684
6357,8784.773,3,169.981,120.164
6358,8785.288,15,91.156,139.560
6359,8785.767,5,80.614,117.162
6360,8787.005,19,45.035,110.693
6361,8787.479,6,84.160,121.357
6362,8787.704,1,249.793,106.093
6363,8790.758,15,569.114,121.048
6364,8792.023,4,49.059,110.922
6365,8792.346,4,248.622,131.458
6366,8795.057,13,67.924,124.190
6367,8795.227,8,34.119,118.459
6368,8796.436,12,189.090,112.848
6369,8797.041,20,67.155,130.201
6370,8799.492,2,93.500,113.054
6371,8799.746,5,378.181,118.712
6372,8802.161,7,84.642,115.154
6373,8803.736,4,109.518,98.965
6374,8804.124,4,196.313,126.999
6375,8805.356,18,15.506,126.622
6376,8806.699,17,79.088,103.414
6377,8808.782,19,27.750,117.206
6378,8809.497,2,69.687,145.377
6379,8810.003,19,488.082,112.495
6380,8811.517,3,73.088,134.570
6381,8811.873,7,63.338,108.606
6382,8812.831,13,57.056,115.755
6383,8812.907,4,137.421,122.480
6384,8813.283,6,183.372,122.420
6385,8814.450,8,238.016,117.764
6386,8814.562,20,14.285,113.366
6387,8814.905,17,14.020,123.655
6388,8816.452,13,133.570,124.109
6389,8817.686,12,10.861,112.113
6390,8818.069,4,31.897,123.425
6391,8821.744,8,238.823,118.164
6392,8822.684,1,52.559,119.114
6393,8822.815,12,22.532,129.167
6394,8823.342,7,25.542,115.703
6395,8825.203,16,146.268,111.782
6396,8827.226,18,80.476,118.595
6397,8828.806,7,41.551,119.048
6398,8831.875,11,30.643,110.592
6399,8832.720,7,122.145,115.593
6400,8834.715,8,66.598,105.758
6401,8834.754,13,101.919,124.134
6402,8837.415,11,89.837,116.065
6403,8837.822,11,17.565,124.471
6404,8839.512,9,51.381,133.862
6405,8839.527,7,30.592,112.659
6406,8841.680,17,58.743,121.666
6407,8845.717,19,57.618,121.350
6408,8846.835,4,52.940,129.434
6409,8847.580,14,92.883,128.027
6410,8850.953,6,85.454,149.610
6411,8850.968,2,179.016,116.886
6412,8851.611,20,32.270,124.437
6413,8851.994,14,42.176,131.745
6414,8854.874,18,56.662,126.567
6415,8857.354,12,92.783,117.646
6416,8857.691,14,81.295,126.370
6417,8858.908,5,47.710,113.372
6418,8863.088,8,12.225,118.542
6419,8864.636,15,166.555,117.051
6420,8864.906,13,55.158,106.926
6421,8864.932,6,53.238,117.468
6422,8865.805,18,69.360,125.141
6423,8866.433,15,49.497,120.179
6424,8867.605,14,58.722,119.253
6425,8867.962,12,10.327,118.619
6426,8869.219,9,99.171,115.020
6427,8874.484,20,134.177,128.767
6428,8875.967,19,76.881,93.717
6429,8878.626,15,120.054,125.865
6430,8880.558,17,373.644,122.969
6431,8880.829,6,96.450,128.450
6432,8880.969,8,68.142,120.899
6433,8881.161,14,430.951,108.384
6434,8881.754,4,121.244,104.475
6435,8883.445,8,114.198,114.283
6436,8883.639,18,21.085,127.465
6437,8883.853,7,56.007,118.980
6438,8885.230,8,178.731,116.525
6439,8886.707,14,73.359,114.406
6440,8886.709,8,217.420,125.215
6441,8889.755,16,79.175,116.680
6442,8891.822,1,19.356,103.064
6443,8892.312,12,20.074,108.951
6444,8894.230,1,23.209,120.752
6445,8894.349,2,90.257,111.348
6446,8896.886,15,205.600,122.898
6447,8897.012,11,13.059,120.256
6448,8897.219,15,33.802,126.529
6449,8897.365,20,50.268,124.074
6450,8897.700,17,99.091,113.211
6451,8901.975,2,12.494,117.547
6452,8902.847,9,146.674,126.939
6453,8903.573,20,88.705,112.212
6454,8905.738,10,141.009,113.370
6455,8906.464,12,288.091,127.230
6456,8909.164,8,93.918,115.507
6457,8910.690,5,108.945,138.199
6458,8911.854,6,46.617,114.634
6459,8914.907,7,61.972,142.353
6460,8915.307,2,36.416,132.572
6461,8916.527,7,100.682,117.488
6462,8918.860,9,21.815,123.438
6463,8920.097,4,107.836,116.849
6464,8921.651,1,36.949,105.978
6465,8923.175,8,322.032,128.352
6466,8923.271,15,134.731,117.396
6467,8923.296,6,36.243,116.918
6468,8926.254,9,55.772,106.701
6469,8928.601,4,44.704,114.730
6470,8930.122,17,21.227,106.950
6471,8930.442,6,260.287,109.204
6472,8934.216,14,141.503,119.930
6473,8937.434,11,174.787,113.915
6474,8938.986,17,130.181,127.493
6475,8939.756,18,88.702,131.843
6476,8941.355,10,26.211,124.263
6477,8941.843,20,49.295,122.673
6478,8942.265,15,54.043,120.816
6479,8946.486,1,134.449,128.386
6480,8948.024,18,111.102,110.840
6481,8948.680,13,102.006,110.578
6482,8949.556,16,37.757,114.154
6483,8950.239,16,25.422,112.924
6484,8950.373,18,290.471,129.872
6485,8950.622,8,94.765,118.822
6486,8951.817,10,103.363,123.192
6487,8951.897,11,112.390,101.925
6488,8955.106,19,38.315,126.391
6489,8955.465,4,48.121,120.459
6490,8956.690,15,177.715,114.738
6491,8957.270,12,66.967,121.746
6492,8962.273,6,118.323,118.622
6493,8966.110,18,73.323,125.168
6494,8966.875,10,233.042,102.504
6495,8967.561,11,261.543,128.739
6496,8968.206,11,99.288,124.003
6497,8969.610,15,118.144,115.674
6498,8969.930,1,141.783,116.765
6499,8969.984,20,67.309,131.050
6500,8970.305,4,114.860,105.610
6501,8973.724,8,97.888,106.401
6502,8974.170,17,39.955,140.585
6503,8975.634,18,20.853,117.098
6504,8976.731,17,25.252,109.109
6505,8977.711,2,94.182,142.341
6506,8978.226,9,16.656,120.744
6507,8980.385,18,28.599,130.909
6508,8981.327,11,386.318,121.733
6509,8982.708,14,111.712,121.378
6510,8986.748,1,25.999,116.630
6511,8989.704,15,22.818,133.322
6512,8992.328,18,397.394,131.913
6513,8993.108,1,69.464,113.644
6514,8993.830,7,137.939,103.330
6515,8995.788,18,91.979,107.529
6516,8995.969,17,76.355,113.815
6517,8996.112,11,161.610,118.409
6518,8998.178,9,26.686,128.249
6519,9000.992,7,109.078,139.670
6520,9001.516,20,213.065,118.283
6521,9002.608,10,105.293,127.840
6522,9002.895,8,78.214,120.017
6523,9003.174,7,17.720,134.077
6524,9003.354,2,74.193,119.583
6525,9005.797,1,45.735,118.175
6526,9005.847,11,124.297,139.811
6527,9008.117,6,46.997,127.184
6528,9008.634,8,38.505,126.424
6529,9010.301,12,108.612,121.363
6530,9010.730,15,30.052,113.534
6531,9011.456,8,64.437,134.818
6532,9013.573,12,12.528,116.519
6533,9013.876,18,18.879,120.799
6534,9015.318,17,67.536,110.624
6535,9015.545,13,44.590,103.431
6536,9016.517,5,175.419,109.874
6537,9019.529,13,320.905,115.856
6538,9020.117,18,129.986,114.928
6539,9024.609,17,16.414,125.017
6540,9025.213,10,55.582,135.730
6541,9025.513,8,155.910,123.661
6542,9026.366,4,22.806,122.685
6543,9026.577,19,51.980,104.096
6544,9029.231,7,35.447,120.758
6545,9030.450,17,48.440,105.543
6546,9032.471,7,38.017,134.244
6547,9033.753,14,88.023,101.691
6548,9038.386,19,18.728,125.327
6549,9039.224,15,20.524,114.896
6550,9040.976,4,56.494,120.484
6551,9043.336,15,124.968,126.987
6552,9043.678,9,26.974,135.950
6553,9043.856,19,26.625,127.920
6554,9044.808,19,11.440,116.377
6555,9047.476,8,202.153,123.254
6556,9047.970,16,298.693,121.199
6557,9049.445,15,288.357,117.703
6558,9051.274,3,72.798,124.562
6559,9053.438,11,22.203,130.457
6560,9053.524,11,291.025,121.133
6561,9055.825,16,11.190,109.889
6562,9057.401,12,212.951,114.051
6563,9057.555,9,220.495,126.257
6564,9057.926,10,59.393,114.788
6565,9058.766,3,65.059,118.759
6566,9059.758,3,47.670,129.135
6567,9061.166,2,49.607,121.275
6568,9062.526,10,22.115,117.042
6569,9063.185,15,81.087,104.437
6570,9064.164,10,254.094,121.614
6571,9074.380,7,260.425,104.802
6572,9075.494,10,270.346,123.105
6573,9075.766,6,157.900,121.089
6574,9079.609,3,55.328,115.501
6575,9080.058,15,134.537,126.889
6576,9082.105,19,117.258,126.759
6577,9084.525,14,30.428,121.488
6578,9085.563,15,50.710,112.834
6579,9086.731,16,68.891,120.608
6580,9087.629,16,30.547,115.098
6581,9090.849,13,73.814,121.538
6582,9093.144,3,24.719,106.903
6583,9096.839,18,319.989,113.662
6584,9097.340,16,297.358,112.909
6585,9098.809,4,131.209,131.657
6586,9099.748,10,206.850,115.327
6587,9101.785,12,160.848,125.743
6588,9105.833,18,25.144,110.236
6589,9105.874,4,57.026,129.674
6590,9105.925,6,126.096,127.767
6591,9105.989,8,55.132,116.185
6592,9108.218,13,148.623,125.097
6593,9108.867,15,20.282,127.056
6594,9109.249,1,88.999,124.631
6595,9109.442,5,186.007,122.320
6596,9110.842,1,47.934,121.924
6597,9116.362,13,81.336,116.125
6598,9116.367,2,256.572,116.044
6599,9117.102,10,204.910,110.085
6600,9119.565,14,23.798,128.278
6601,9119.576,2,27.265,112.979
6602,9119.777,18,169.594,123.943
6603,9121.630,13,143.102,124.853
6604,9121.857,13,129.792,122.137
6605,9123.082,13,79.807,121.612
6606,9123.279,7,51.394,114.186
6607,9123.398,14,100.593,123.237
6608,9124.396,9,70.876,106.490
6609,9124.626,16,108.427,122.949
